alto_cm,categoria_Escultura,categoria_Pintura,categoria_Ilustración,categoria_Fotografía,peso_kg,material_Tabla de madera,ancho_cm,tecnica_Técnica mixta,es_original,con_certificado,material_Lienzo,precio_base
31.0,0,0,0,0,0.33,0,46.3,0,1,1,0,3650.0
23.1,0,0,0,0,0.38,0,42.2,0,0,0,0,2700.0
30.9,0,0,0,0,0.38,0,55.9,0,1,0,0,4050.0
30.8,0,0,0,0,0.17,0,49.4,0,1,0,0,3250.0
21.3,0,0,0,0,0.34,0,32.9,0,0,0,0,2600.0
21.6,0,0,0,0,0.5,0,30.2,0,1,0,0,3600.0
50.1,0,0,0,0,0.15,0,52.3,0,0,0,0,3300.0
43.8,0,0,0,0,0.34,0,54.0,0,0,0,0,2750.0
62.2,0,0,0,0,0.41,0,50.5,0,0,0,0,3600.0
32.0,0,0,0,0,0.36,0,34.8,0,1,0,0,3400.0
42.8,0,0,0,0,0.29,0,35.3,0,1,1,0,3600.0
48.0,0,0,0,0,0.48,0,30.6,0,1,0,0,3550.0
60.2,0,0,0,0,0.39,0,55.6,0,1,0,0,4050.0
22.7,0,0,0,0,0.35,0,49.1,0,1,0,0,3400.0
29.2,0,0,0,0,0.13,0,33.9,0,1,1,0,3650.0
28.7,0,0,0,0,0.27,0,44.1,0,1,1,0,4150.0
37.6,0,0,0,0,0.39,0,65.1,0,1,1,0,3700.0
35.0,0,0,0,0,0.49,0,64.9,0,1,0,0,4150.0
59.8,0,0,0,0,0.3,0,57.8,0,1,1,0,4900.0
41.3,0,0,0,0,0.2,0,25.3,0,1,1,0,4050.0
35.4,0,0,0,0,0.34,0,35.7,0,0,0,0,3200.0
29.4,0,0,0,0,0.36,0,34.1,0,1,1,0,3550.0
57.2,0,0,0,0,0.32,0,43.0,0,1,1,0,3900.0
53.0,0,0,0,0,0.45,0,65.1,0,1,0,0,3950.0
40.5,0,0,0,0,0.4,0,26.2,0,1,0,0,3050.0
38.2,0,0,0,0,0.41,0,61.8,0,0,0,0,2600.0
42.9,0,0,0,0,0.48,0,38.5,0,1,1,0,3950.0
53.5,0,0,0,0,0.48,0,49.6,0,1,1,0,4350.0
30.8,0,0,0,0,0.1,0,30.6,0,1,0,0,2900.0
26.2,0,0,0,0,0.47,0,49.7,0,1,0,0,3700.0
41.6,0,0,0,0,0.2,0,37.9,0,1,0,0,3650.0
61.8,0,0,0,0,0.13,0,51.2,0,1,0,0,3900.0
29.2,0,0,0,0,0.21,0,63.1,0,1,0,0,4050.0
44.8,0,0,0,0,0.36,0,38.3,0,1,1,0,4450.0
21.5,0,0,0,0,0.45,0,42.3,0,1,0,0,3650.0
33.3,0,0,0,0,0.14,0,33.0,0,0,0,0,2700.0
50.0,0,0,0,0,0.15,0,69.6,0,1,0,0,4050.0
52.6,0,0,0,0,0.17,0,62.3,0,0,0,0,3800.0
53.1,0,0,0,0,0.23,0,46.8,0,0,0,0,3200.0
38.9,0,0,0,0,0.35,0,35.9,0,1,0,0,3550.0
23.7,0,0,0,0,0.31,0,75.0,0,1,1,0,4250.0
62.9,0,0,0,0,0.21,0,67.8,0,1,0,0,4200.0
46.0,0,0,0,0,0.24,0,57.0,0,1,0,0,4050.0
33.8,0,0,0,0,0.4,0,46.0,0,1,1,0,4200.0
20.8,0,0,0,0,0.38,0,45.0,0,0,0,0,2050.0
20.1,0,0,0,0,0.19,0,58.4,0,1,0,0,3800.0
38.2,0,0,0,0,0.11,0,68.3,0,0,0,0,2950.0
25.3,0,0,0,0,0.22,0,45.1,0,1,0,0,3650.0
44.8,0,0,0,0,0.34,0,54.6,0,0,0,0,2800.0
54.3,0,0,0,0,0.12,0,52.7,0,1,0,0,3850.0
46.2,0,0,0,0,0.49,0,39.2,0,1,0,0,3650.0
61.5,0,0,0,0,0.37,0,52.9,0,0,0,0,3250.0
21.2,0,0,0,0,0.14,0,59.5,0,1,0,0,3850.0
35.2,0,0,0,0,0.28,0,36.3,0,1,0,0,4050.0
27.6,0,0,0,0,0.45,0,37.8,0,1,0,0,3400.0
31.7,0,0,0,0,0.11,0,58.3,0,0,0,0,2800.0
22.5,0,0,0,0,0.26,0,30.8,0,1,1,0,3550.0
47.9,0,0,0,0,0.33,0,68.3,0,1,0,0,3550.0
26.6,0,0,0,0,0.13,0,43.4,0,1,1,0,3650.0
20.1,0,0,0,0,0.15,0,25.9,0,0,0,0,2550.0
60.8,0,0,0,0,0.23,0,70.4,0,1,1,0,4950.0
30.2,0,0,0,0,0.16,0,44.2,0,0,0,0,2950.0
24.6,0,0,0,0,0.12,0,48.0,0,1,1,0,3850.0
33.8,0,0,0,0,0.11,0,36.4,0,1,0,0,3700.0
31.7,0,0,0,0,0.37,0,62.6,0,1,1,0,4350.0
26.5,0,0,0,0,0.44,0,72.3,0,1,0,0,4000.0
38.3,0,0,0,0,0.11,0,58.6,0,1,0,0,3900.0
29.0,0,0,0,0,0.13,0,45.9,0,0,0,0,3350.0
42.5,0,0,0,0,0.3,0,69.1,0,1,1,0,4600.0
28.1,0,0,0,0,0.17,0,60.3,0,1,0,0,3650.0
55.1,0,0,0,0,0.45,0,32.9,0,1,1,0,4250.0
21.3,0,0,0,0,0.27,0,34.0,0,0,0,0,2300.0
44.6,0,0,0,0,0.28,0,68.4,0,0,0,0,3650.0
46.2,0,0,0,0,0.27,0,35.4,0,1,1,0,4550.0
63.1,0,0,0,0,0.26,0,26.6,0,0,0,0,2850.0
40.8,0,0,0,0,0.4,0,32.9,0,1,0,0,3800.0
40.4,0,0,0,0,0.43,0,57.3,0,1,1,0,3950.0
33.6,0,0,0,0,0.4,0,25.1,0,0,0,0,2400.0
28.4,0,0,0,0,0.25,0,28.9,0,0,0,0,2850.0
35.7,0,0,0,0,0.18,0,34.6,0,1,1,0,4300.0
32.8,0,0,0,0,0.37,0,64.8,0,1,0,0,4000.0
33.3,0,0,0,0,0.47,0,37.3,0,1,1,0,4100.0
59.6,0,0,0,0,0.41,0,27.9,0,0,0,0,2750.0
41.7,0,0,0,0,0.25,0,40.4,0,1,0,0,4050.0
28.1,0,0,0,0,0.38,0,47.3,0,1,1,0,3850.0
51.6,0,0,0,0,0.27,0,69.5,0,1,0,0,4050.0
51.7,0,0,0,0,0.38,0,28.1,0,0,0,0,2900.0
41.8,0,0,0,0,0.36,0,54.6,0,1,0,0,3750.0
53.1,0,0,0,0,0.22,0,73.5,0,1,0,0,4300.0
24.3,0,0,0,0,0.48,0,68.6,0,1,0,0,3450.0
63.8,0,0,0,0,0.27,0,41.0,0,0,0,0,2700.0
53.2,0,0,0,0,0.33,0,29.0,0,1,1,0,4000.0
44.9,0,0,0,0,0.4,0,34.4,0,0,0,0,2800.0
55.5,0,0,0,0,0.36,0,55.3,0,1,0,0,3900.0
28.3,0,0,0,0,0.21,0,48.9,0,1,0,0,3450.0
27.2,0,0,0,0,0.14,0,66.8,0,0,0,0,3000.0
32.6,0,0,0,0,0.37,0,30.5,0,1,0,0,3350.0
40.8,0,0,0,0,0.27,0,35.0,0,1,0,0,3450.0
52.1,0,0,0,0,0.22,0,73.2,0,0,0,0,3050.0
43.6,0,0,0,0,0.27,0,48.8,0,0,0,0,2700.0
34.8,0,0,0,0,0.3,0,42.0,0,1,0,0,3850.0
33.8,0,0,0,0,0.13,0,63.6,0,1,1,0,4200.0
59.3,0,0,0,0,0.25,0,63.6,0,1,0,0,4150.0
64.1,0,0,0,0,0.24,0,25.2,0,1,1,0,4150.0
46.2,0,0,0,0,0.31,0,36.0,0,1,0,0,3750.0
37.8,0,0,0,0,0.32,0,43.8,0,1,0,0,3450.0
36.5,0,0,0,0,0.38,0,39.8,0,1,0,0,3900.0
21.8,0,0,0,0,0.44,0,47.7,0,1,1,0,3900.0
29.5,0,0,0,0,0.36,0,44.8,0,1,1,0,3900.0
47.6,0,0,0,0,0.28,0,63.6,0,1,0,0,4100.0
50.6,0,0,0,0,0.31,0,33.5,0,1,0,0,3450.0
57.3,0,0,0,0,0.12,0,59.7,0,1,0,0,3950.0
54.3,0,0,0,0,0.17,0,45.1,0,0,0,0,3150.0
25.4,0,0,0,0,0.38,0,32.7,0,0,0,0,2400.0
46.4,0,0,0,0,0.18,0,32.9,0,1,0,0,3750.0
40.2,0,0,0,0,0.34,0,74.7,0,1,1,0,3950.0
56.5,0,0,0,0,0.41,0,59.9,0,1,0,0,3650.0
35.5,0,0,0,0,0.33,0,57.3,0,0,0,0,2650.0
20.1,0,0,0,0,0.41,0,72.0,0,1,1,0,4050.0
38.1,0,0,0,0,0.34,0,51.4,0,1,1,0,4100.0
48.9,0,0,0,0,0.21,0,48.3,0,1,0,0,3550.0
20.7,0,0,0,0,0.15,0,26.7,0,1,0,0,3600.0
56.1,0,0,0,0,0.36,0,44.1,0,1,1,0,4050.0
49.6,0,0,0,0,0.26,0,43.7,0,1,1,0,4100.0
31.2,0,0,0,0,0.4,0,43.8,0,1,0,0,3300.0
42.6,0,0,0,0,0.31,0,29.0,0,1,1,0,4250.0
31.2,0,0,0,0,0.48,0,43.5,0,1,1,0,3600.0
36.8,0,0,0,0,0.43,0,40.5,0,0,0,0,2550.0
20.5,0,0,0,0,0.13,0,45.8,0,1,0,0,3750.0
34.4,0,0,0,0,0.29,0,52.6,0,0,0,0,2850.0
43.6,0,0,0,0,0.48,0,27.4,0,0,0,0,2700.0
21.3,0,0,0,0,0.22,0,69.8,0,1,0,0,3350.0
52.9,0,0,0,0,0.19,0,53.2,0,1,1,0,4200.0
57.5,0,0,0,0,0.16,0,44.2,0,0,0,0,3150.0
57.4,0,0,0,0,0.47,0,26.5,0,0,0,0,2650.0
38.1,0,0,0,0,0.1,0,31.6,0,1,1,0,4000.0
33.9,0,0,0,0,0.22,0,64.8,0,1,0,0,3900.0
42.1,0,0,0,0,0.17,0,34.8,0,1,0,0,4100.0
43.2,0,0,0,0,0.28,0,34.7,0,1,0,0,3450.0
21.2,0,0,0,0,0.31,0,62.5,0,0,0,0,2100.0
55.4,0,0,0,0,0.49,0,56.5,0,1,0,0,4000.0
28.7,0,0,0,0,0.34,0,37.8,0,1,0,0,3250.0
31.2,0,0,0,0,0.47,0,58.3,0,1,0,0,3200.0
64.3,0,0,0,0,0.2,0,74.7,0,0,0,0,3150.0
43.1,0,0,0,0,0.32,0,70.8,0,1,0,0,3800.0
63.7,0,0,0,0,0.38,0,44.1,0,1,1,0,4450.0
41.9,0,0,0,0,0.49,0,50.3,0,1,0,0,4400.0
24.1,0,0,0,0,0.46,0,59.0,0,0,0,0,2650.0
25.0,0,0,0,0,0.11,0,57.8,0,0,0,0,2650.0
52.0,0,0,0,0,0.39,0,39.8,0,0,0,0,3200.0
53.6,0,0,0,0,0.33,0,66.1,0,1,0,0,4500.0
36.3,0,0,0,0,0.16,0,73.8,0,1,0,0,3600.0
61.8,0,0,0,0,0.19,0,27.6,0,1,1,0,3900.0
58.7,0,0,0,0,0.34,0,54.3,0,0,0,0,3600.0
45.6,0,0,0,0,0.25,0,59.8,0,0,0,0,3400.0
31.6,0,0,0,0,0.35,0,38.7,0,0,0,0,2750.0
45.1,0,0,0,0,0.15,0,56.5,0,1,1,0,4050.0
26.7,0,0,0,0,0.3,0,49.7,0,1,0,0,3650.0
40.2,0,0,0,0,0.4,0,57.0,0,0,0,0,3000.0
23.1,0,0,0,0,0.39,0,36.5,0,0,0,0,2350.0
29.4,0,0,0,0,0.22,0,54.5,0,1,1,0,3850.0
25.5,0,0,0,0,0.13,0,71.7,0,1,0,0,4150.0
44.9,0,0,0,0,0.23,0,34.7,0,1,1,0,3700.0
44.4,0,0,0,0,0.1,0,37.2,0,1,0,0,3600.0
55.4,0,0,0,0,0.33,0,31.7,0,0,0,0,2950.0
31.6,0,0,0,0,0.47,0,47.0,0,1,0,0,3500.0
22.9,0,0,0,0,0.19,0,55.8,0,0,0,0,2650.0
56.9,0,0,0,0,0.23,0,68.1,0,1,1,0,5000.0
21.3,0,0,0,0,0.26,0,60.8,0,1,1,0,4100.0
29.8,0,0,0,0,0.27,0,72.0,0,1,0,0,4100.0
30.7,0,0,0,0,0.23,0,64.9,0,1,0,0,3450.0
32.2,0,0,0,0,0.45,0,58.8,0,1,0,0,3950.0
51.8,0,0,0,0,0.3,0,34.5,0,0,0,0,3450.0
32.0,0,0,0,0,0.36,0,54.8,0,1,0,0,4000.0
21.5,0,0,0,0,0.46,0,62.0,0,0,0,0,3000.0
53.5,0,0,0,0,0.2,0,73.8,0,1,1,0,4850.0
30.3,0,0,0,0,0.38,0,25.8,0,1,0,0,3550.0
35.3,0,0,0,0,0.4,0,60.8,0,1,1,0,3700.0
37.5,0,0,0,0,0.38,0,27.5,0,0,0,0,2400.0
50.9,0,0,0,0,0.33,0,56.2,0,0,0,0,3050.0
38.8,0,0,0,0,0.15,0,44.2,0,1,1,0,4150.0
35.8,0,0,0,0,0.17,0,74.6,0,1,1,0,3900.0
38.7,0,0,0,0,0.23,0,42.6,0,1,0,0,4000.0
20.8,0,0,0,0,0.43,0,63.8,0,0,0,0,2700.0
22.7,0,0,0,0,0.38,0,27.3,0,1,0,0,3900.0
48.7,0,0,0,0,0.29,0,66.2,0,1,0,0,4000.0
47.4,0,0,0,0,0.22,0,51.3,0,0,0,0,3200.0
45.8,0,0,0,0,0.46,0,58.8,0,1,0,0,3950.0
34.9,0,0,0,0,0.44,0,39.0,0,1,1,0,3800.0
47.4,0,0,0,0,0.15,0,72.8,0,1,0,0,4400.0
24.8,0,0,0,0,0.2,0,46.0,0,0,0,0,2050.0
33.2,0,0,0,0,0.14,0,50.8,0,0,0,0,2750.0
44.3,0,0,0,0,0.41,0,32.5,0,0,0,0,3100.0
40.7,0,0,0,0,0.36,0,32.2,0,1,0,0,3450.0
59.3,0,0,0,0,0.35,0,60.7,0,1,0,0,4450.0
29.1,0,0,0,0,0.5,0,51.2,0,0,0,0,2450.0
42.2,0,0,0,0,0.33,0,27.9,0,1,0,0,3300.0
63.2,0,0,0,0,0.26,0,59.3,0,1,0,0,4650.0
61.8,0,0,0,0,0.32,0,57.4,0,1,0,0,4600.0
59.3,0,0,0,0,0.33,0,27.4,0,1,0,0,3700.0
30.9,0,0,0,0,0.27,0,40.8,0,1,0,0,3400.0
53.3,0,0,0,0,0.44,0,63.3,0,1,0,0,4150.0
47.8,0,0,0,0,0.4,0,58.8,0,1,0,0,4000.0
49.3,0,0,0,0,0.4,0,60.1,0,0,0,0,3100.0
46.2,0,0,0,0,0.45,0,46.9,0,1,0,0,4000.0
38.5,0,0,0,0,0.42,0,48.7,0,1,0,0,3700.0
41.6,0,0,0,0,0.3,0,62.9,0,1,1,0,4350.0
42.9,0,0,0,0,0.41,0,73.1,0,1,1,0,4550.0
24.1,0,0,0,0,0.39,0,67.7,0,1,1,0,4200.0
51.9,0,0,0,0,0.39,0,44.4,0,1,0,0,3200.0
35.2,0,0,0,0,0.46,0,72.4,0,1,0,0,4100.0
51.7,0,0,0,0,0.32,0,37.8,0,1,0,0,3450.0
56.5,0,0,0,0,0.44,0,46.2,0,1,0,0,4100.0
25.5,0,0,0,0,0.5,0,62.3,0,1,0,0,3800.0
32.1,0,0,0,0,0.12,0,54.4,0,0,0,0,2900.0
34.7,0,0,0,0,0.21,0,56.8,0,1,1,0,3900.0
59.1,0,0,0,0,0.12,0,43.8,0,1,1,0,3950.0
48.8,0,0,0,0,0.28,0,49.3,0,0,0,0,2750.0
55.1,0,0,0,0,0.2,0,71.3,0,1,0,0,4300.0
